area_sqft,bedrooms,bathrooms,property_age,parking_slots,floor_number,near_metro,balconies,location,furnishing,quality_grade,price_inr,area_per_room,luxury_score,age_bucket
821.0,2,3,8,1,8,1,2,IT Hub,Unfurnished,Luxury,9612862.0,164.2,4,Recent
1959.0,3,3,1,1,6,0,1,Budget Zone,Unfurnished,Good,9502670.0,326.5,2,New
1491.0,2,3,23,1,18,1,1,Budget Zone,Semi-Furnished,Standard,7103470.0,298.2,3,Old
1001.0,3,3,20,0,21,1,1,Family Zone,Fully Furnished,Standard,4010373.0,166.83333333333334,2,Mature
1870.0,4,3,31,1,2,0,1,Budget Zone,Unfurnished,Luxury,6334898.0,267.14285714285717,2,Old
1159.0,2,2,20,1,18,1,0,IT Hub,Semi-Furnished,Good,8273214.0,289.75,2,Mature
719.0,1,2,26,1,19,0,0,Developing Zone,Fully Furnished,Good,4184026.0,239.66666666666666,1,Old
1981.0,4,4,27,2,15,0,2,Budget Zone,Unfurnished,Standard,6943245.0,247.625,4,Old
1171.0,3,4,0,1,21,0,1,Premium Central,Unfurnished,Good,10786111.0,167.28571428571428,2,New
1237.0,3,2,5,1,1,1,2,Budget Zone,Fully Furnished,Luxury,10206776.0,247.4,4,Recent
1471.0,1,1,27,1,17,0,1,Developing Zone,Fully Furnished,Good,5655723.0,735.5,2,Old
2044.0,3,2,6,1,4,0,1,Budget Zone,Semi-Furnished,Luxury,10405916.0,408.8,2,Recent
1460.0,3,3,7,1,22,1,2,Budget Zone,Fully Furnished,Good,8842954.0,243.33333333333334,4,Recent
826.0,2,2,26,0,12,0,2,Budget Zone,Unfurnished,Good,3282500.0,206.5,2,Old
1733.0,4,4,7,0,3,1,0,Budget Zone,Semi-Furnished,Premium,8452449.0,216.625,1,Recent
1198.0,3,3,5,1,18,1,2,Budget Zone,Semi-Furnished,Good,7298707.0,199.66666666666666,4,Recent
2432.0,4,4,0,1,18,0,1,Budget Zone,Unfurnished,Good,11117427.0,304.0,2,New
1449.0,3,3,16,1,12,0,1,Family Zone,Fully Furnished,Premium,9967259.0,241.5,2,Mature
450.0,1,2,22,0,8,1,2,IT Hub,Semi-Furnished,Good,3486971.0,150.0,3,Old
1636.0,4,4,25,1,1,0,2,Developing Zone,Fully Furnished,Good,7769905.0,204.5,3,Old
2461.0,4,4,31,0,22,0,1,Developing Zone,Semi-Furnished,Luxury,12844909.0,307.625,1,Old
2269.0,4,5,22,1,5,1,3,Family Zone,Semi-Furnished,Standard,11653044.0,252.11111111111111,5,Old
2402.0,5,4,26,1,21,1,2,IT Hub,Unfurnished,Good,14068801.0,266.8888888888889,4,Old
920.0,3,2,7,1,15,1,1,IT Hub,Unfurnished,Standard,5088132.0,184.0,3,Recent
1924.0,4,5,11,0,17,1,0,Budget Zone,Fully Furnished,Good,8991417.0,213.77777777777777,1,Mature
1075.0,3,3,10,2,17,1,1,Developing Zone,Unfurnished,Standard,6699468.0,179.16666666666666,4,Recent
1567.0,4,5,2,1,21,1,1,Developing Zone,Unfurnished,Premium,11094942.0,174.11111111111111,3,New
788.0,2,3,33,1,1,1,2,Developing Zone,Unfurnished,Standard,3119165.0,157.6,4,Old
1115.0,2,2,8,1,24,1,1,Family Zone,Unfurnished,Premium,8615844.0,278.75,3,Recent
1098.0,2,2,15,2,2,1,2,Developing Zone,Fully Furnished,Good,9435543.0,274.5,5,Mature
1917.0,4,3,12,2,24,1,1,Budget Zone,Semi-Furnished,Good,9000617.0,273.85714285714283,4,Mature
1866.0,4,4,1,1,7,0,2,Developing Zone,Fully Furnished,Good,10169719.0,233.25,3,New
1594.0,3,2,31,1,21,1,2,Family Zone,Unfurnished,Premium,7422678.0,318.8,4,Old
748.0,2,1,7,0,3,1,2,Budget Zone,Semi-Furnished,Good,4082073.0,249.33333333333334,3,Recent
1288.0,2,3,3,1,12,0,2,IT Hub,Semi-Furnished,Good,9153778.0,257.6,3,New
1062.0,2,2,11,1,14,0,2,Budget Zone,Semi-Furnished,Premium,6595635.0,265.5,3,Mature
1902.0,5,5,5,0,23,1,0,Premium Central,Fully Furnished,Good,17084061.0,190.2,1,Recent
2063.0,4,4,34,2,3,0,2,Budget Zone,Fully Furnished,Standard,8910603.0,257.875,4,Old
1999.0,3,3,6,2,1,0,3,IT Hub,Fully Furnished,Luxury,16826334.0,333.1666666666667,5,Recent
1057.0,3,4,10,1,16,0,1,Premium Central,Unfurnished,Good,10646397.0,151.0,2,Recent
450.0,1,1,9,2,2,0,1,Premium Central,Unfurnished,Standard,3340464.0,225.0,3,Recent
531.0,2,2,0,1,19,1,3,IT Hub,Semi-Furnished,Good,5069597.0,132.75,5,New
2189.0,4,4,0,1,1,0,0,IT Hub,Unfurnished,Standard,14738676.0,273.625,1,New
1241.0,2,2,17,2,24,0,1,Family Zone,Semi-Furnished,Standard,4777929.0,310.25,3,Mature
1060.0,2,2,8,1,13,1,0,IT Hub,Semi-Furnished,Premium,8492137.0,265.0,2,Recent
2304.0,3,4,2,1,23,0,1,Budget Zone,Semi-Furnished,Standard,10758381.0,329.14285714285717,2,New
2108.0,4,5,10,1,4,0,1,Family Zone,Fully Furnished,Premium,13568889.0,234.22222222222223,2,Recent
1463.0,3,2,9,0,7,1,1,Family Zone,Semi-Furnished,Luxury,10465095.0,292.6,2,Recent
1297.0,4,5,14,1,11,1,3,IT Hub,Unfurnished,Good,8872857.0,144.11111111111111,5,Mature
1381.0,3,2,34,1,1,1,1,Family Zone,Unfurnished,Premium,6921502.0,276.2,3,Old
1568.0,2,2,10,1,3,1,1,Developing Zone,Semi-Furnished,Premium,10653896.0,392.0,3,Recent
2282.0,4,4,24,0,8,1,2,Family Zone,Semi-Furnished,Luxury,13782499.0,285.25,3,Old
1670.0,5,5,26,0,18,0,2,Developing Zone,Unfurnished,Good,6416797.0,167.0,2,Old
1828.0,4,2,1,1,18,1,1,Budget Zone,Semi-Furnished,Standard,7693175.0,304.6666666666667,3,New
2058.0,3,4,17,0,3,1,0,Family Zone,Fully Furnished,Good,10917197.0,294.0,1,Mature
842.0,2,2,15,1,2,0,1,Developing Zone,Fully Furnished,Good,5529500.0,210.5,2,Mature
1843.0,3,3,17,1,16,1,2,Developing Zone,Semi-Furnished,Standard,9259842.0,307.1666666666667,4,Mature
1297.0,2,2,6,1,9,0,1,Developing Zone,Semi-Furnished,Good,6891944.0,324.25,2,Recent
450.0,1,1,16,0,20,1,1,Developing Zone,Unfurnished,Standard,1800000.0,225.0,2,Mature
450.0,1,2,4,2,8,1,2,Developing Zone,Semi-Furnished,Luxury,7628011.0,150.0,5,Recent
921.0,1,1,33,1,9,1,2,Developing Zone,Semi-Furnished,Good,3230263.0,460.5,4,Old
1726.0,3,1,20,1,6,0,1,IT Hub,Semi-Furnished,Standard,9914100.0,431.5,2,Mature
1509.0,3,4,1,1,7,1,2,Developing Zone,Semi-Furnished,Standard,8797301.0,215.57142857142858,4,New
1546.0,3,3,17,1,17,1,2,Premium Central,Unfurnished,Standard,10130146.0,257.6666666666667,4,Mature
2464.0,5,5,32,1,12,0,2,Premium Central,Unfurnished,Good,16693959.0,246.4,3,Old
790.0,1,2,26,1,16,0,2,Family Zone,Unfurnished,Standard,4833089.0,263.3333333333333,3,Old
1436.0,3,3,9,1,2,1,2,Developing Zone,Fully Furnished,Good,10005327.0,239.33333333333334,4,Recent
1608.0,2,2,31,2,13,0,1,Family Zone,Semi-Furnished,Standard,7101629.0,402.0,3,Old
1067.0,3,4,6,1,12,1,1,IT Hub,Unfurnished,Good,9123414.0,152.42857142857142,3,Recent
1465.0,2,2,8,2,22,1,2,Family Zone,Fully Furnished,Good,8895356.0,366.25,5,Recent
618.0,1,2,5,1,11,0,1,IT Hub,Semi-Furnished,Good,4676086.0,206.0,2,Recent
2183.0,4,4,32,2,3,1,1,Family Zone,Semi-Furnished,Good,9228996.0,272.875,4,Old
1096.0,3,2,25,2,17,0,0,Family Zone,Fully Furnished,Standard,6817471.0,219.2,2,Old
2506.0,5,4,18,0,4,1,2,Developing Zone,Unfurnished,Standard,12379847.0,278.44444444444446,3,Mature
1433.0,3,3,23,0,22,1,2,IT Hub,Unfurnished,Standard,8013089.0,238.83333333333334,3,Old
1985.0,4,3,9,1,10,0,1,Developing Zone,Semi-Furnished,Premium,11448604.0,283.57142857142856,2,Recent
1422.0,2,3,2,1,19,1,1,IT Hub,Unfurnished,Luxury,11042137.0,284.4,3,New
1434.0,3,2,29,1,16,1,1,IT Hub,Semi-Furnished,Luxury,9932726.0,286.8,3,Old
1146.0,2,3,33,1,12,1,3,Budget Zone,Unfurnished,Good,6124373.0,229.2,5,Old
1512.0,2,3,1,2,15,0,2,Family Zone,Unfurnished,Good,10335722.0,302.4,4,New
1615.0,3,3,1,1,5,1,1,Budget Zone,Unfurnished,Good,8237368.0,269.1666666666667,3,New
1042.0,2,1,19,1,2,1,1,IT Hub,Semi-Furnished,Premium,6244584.0,347.3333333333333,3,Mature
1385.0,3,2,1,0,19,0,2,Budget Zone,Unfurnished,Premium,8781725.0,277.0,2,New
1133.0,2,2,25,1,24,1,1,Premium Central,Unfurnished,Premium,8715513.0,283.25,3,Old
2646.0,5,4,33,0,21,0,3,Budget Zone,Fully Furnished,Premium,9020160.0,294.0,3,Old
1403.0,3,2,9,1,8,1,0,Premium Central,Semi-Furnished,Good,10828469.0,280.6,2,Recent
2254.0,5,5,10,1,9,0,0,IT Hub,Semi-Furnished,Premium,14581392.0,225.4,1,Recent
1348.0,3,3,30,1,9,1,1,Family Zone,Unfurnished,Premium,7417423.0,224.66666666666666,3,Old
1585.0,4,4,12,1,17,0,1,IT Hub,Semi-Furnished,Good,10938845.0,198.125,2,Mature
763.0,1,1,8,1,15,0,1,IT Hub,Unfurnished,Luxury,6742177.0,381.5,2,Recent
1218.0,3,4,2,0,20,1,2,Premium Central,Semi-Furnished,Standard,11201990.0,174.0,3,New
1559.0,2,2,29,0,23,1,0,Developing Zone,Unfurnished,Luxury,7693722.0,389.75,1,Old
2275.0,4,5,32,2,10,1,1,Family Zone,Fully Furnished,Premium,14557681.0,252.77777777777777,4,Old
1565.0,3,3,2,2,16,1,2,Budget Zone,Fully Furnished,Standard,8825575.0,260.8333333333333,5,New
2170.0,4,3,28,1,13,0,2,Family Zone,Unfurnished,Premium,13863473.0,310.0,3,Old
1783.0,3,4,5,1,23,1,1,Budget Zone,Unfurnished,Standard,7837270.0,254.71428571428572,3,Recent
2296.0,3,3,4,1,9,0,1,Family Zone,Unfurnished,Premium,13002387.0,382.6666666666667,2,Recent
1419.0,1,2,13,1,5,0,1,Family Zone,Semi-Furnished,Premium,7981306.0,473.0,2,Mature
2693.0,4,3,15,1,10,1,1,Family Zone,Unfurnished,Good,14248025.0,384.7142857142857,3,Mature
1198.0,3,2,29,0,15,1,2,Family Zone,Fully Furnished,Premium,5722810.0,239.6,3,Old
1051.0,1,1,24,1,23,0,1,IT Hub,Fully Furnished,Standard,5736851.0,525.5,2,Old
821.0,1,1,5,1,20,0,1,IT Hub,Fully Furnished,Good,5136851.0,410.5,2,Recent
2662.0,6,5,20,1,1,1,2,Family Zone,Semi-Furnished,Good,14992552.0,242.0,4,Mature
1876.0,3,3,30,0,13,0,1,Family Zone,Fully Furnished,Standard,6878577.0,312.6666666666667,1,Old
1276.0,3,3,23,1,4,0,0,Premium Central,Unfurnished,Good,8184372.0,212.66666666666666,1,Old
2099.0,4,4,8,1,9,0,1,Budget Zone,Semi-Furnished,Good,10532516.0,262.375,2,Recent
1808.0,4,3,4,1,23,0,3,Budget Zone,Semi-Furnished,Good,11353194.0,258.2857142857143,4,Recent
2472.0,4,5,15,1,24,0,2,Budget Zone,Fully Furnished,Good,10424840.0,274.6666666666667,3,Mature
645.0,1,1,16,1,4,1,1,Family Zone,Semi-Furnished,Premium,5233794.0,322.5,3,Mature
1312.0,2,2,12,1,4,0,2,Developing Zone,Fully Furnished,Good,6964017.0,328.0,3,Mature
1209.0,4,4,3,2,17,1,1,IT Hub,Unfurnished,Premium,10264813.0,151.125,4,New
450.0,1,1,4,0,10,1,1,Family Zone,Fully Furnished,Good,4193324.0,225.0,2,Recent
2001.0,3,4,18,2,11,1,1,Developing Zone,Semi-Furnished,Good,11815860.0,285.85714285714283,4,Mature
1309.0,2,2,33,1,21,1,1,Premium Central,Semi-Furnished,Good,8347274.0,327.25,3,Old
1835.0,3,4,20,1,23,1,1,IT Hub,Fully Furnished,Good,14502621.0,262.14285714285717,3,Mature
2677.0,6,5,15,1,22,1,3,Developing Zone,Semi-Furnished,Good,14567781.0,243.36363636363637,5,Mature
1266.0,4,4,32,1,19,1,1,Developing Zone,Semi-Furnished,Good,5123190.0,158.25,3,Old
1231.0,2,1,24,0,24,1,2,Developing Zone,Semi-Furnished,Standard,4390165.0,410.3333333333333,3,Old
1512.0,2,1,25,2,18,1,2,Budget Zone,Unfurnished,Good,5481178.0,504.0,5,Old
1963.0,2,3,20,1,22,1,1,Budget Zone,Semi-Furnished,Good,9322972.0,392.6,3,Mature
1155.0,2,3,26,1,13,0,0,Premium Central,Unfurnished,Good,6084678.0,231.0,1,Old
1122.0,2,3,17,1,2,1,1,Family Zone,Unfurnished,Premium,6381032.0,224.4,3,Mature
2000.0,3,4,21,0,20,1,0,Developing Zone,Fully Furnished,Good,9422608.0,285.7142857142857,1,Old
1647.0,3,2,21,0,23,0,1,IT Hub,Semi-Furnished,Luxury,11560620.0,329.4,1,Old
450.0,2,2,26,1,8,1,3,Family Zone,Semi-Furnished,Premium,5351554.0,112.5,5,Old
813.0,2,2,31,1,11,0,2,Premium Central,Semi-Furnished,Luxury,8307556.0,203.25,3,Old
2231.0,4,4,10,1,14,0,0,IT Hub,Semi-Furnished,Premium,15820485.0,278.875,1,Recent
1659.0,3,4,24,1,16,1,1,Family Zone,Semi-Furnished,Standard,8354335.0,237.0,3,Old
1054.0,3,3,1,1,17,0,0,Developing Zone,Fully Furnished,Good,8161963.0,175.66666666666666,1,New
1361.0,3,3,18,2,10,0,3,Premium Central,Fully Furnished,Standard,9721545.0,226.83333333333334,5,Mature
1457.0,4,3,31,0,21,0,1,IT Hub,Semi-Furnished,Premium,6692417.0,208.14285714285714,1,Old
1833.0,4,4,22,1,20,1,1,Premium Central,Semi-Furnished,Good,14221762.0,229.125,3,Old
744.0,1,1,9,1,23,0,1,Budget Zone,Semi-Furnished,Good,3220969.0,372.0,2,Recent
1013.0,1,2,21,1,14,1,1,IT Hub,Semi-Furnished,Luxury,8647296.0,337.6666666666667,3,Old
1592.0,3,2,12,0,2,1,1,Family Zone,Semi-Furnished,Standard,8396432.0,318.4,2,Mature
1398.0,2,2,15,0,21,1,2,Budget Zone,Semi-Furnished,Good,6729168.0,349.5,3,Mature
1747.0,4,5,7,0,2,1,0,Family Zone,Semi-Furnished,Premium,12636900.0,194.11111111111111,1,Recent
811.0,2,1,21,1,5,1,0,IT Hub,Semi-Furnished,Standard,5225052.0,270.3333333333333,2,Old
1636.0,4,4,6,0,7,0,0,Budget Zone,Semi-Furnished,Good,8046020.0,204.5,0,Recent
2018.0,4,5,15,1,5,1,1,Family Zone,Semi-Furnished,Premium,12564858.0,224.22222222222223,3,Mature
1703.0,3,2,32,0,18,1,3,IT Hub,Unfurnished,Standard,8318418.0,340.6,4,Old
1522.0,4,4,26,0,11,0,1,Developing Zone,Unfurnished,Good,5715811.0,190.25,1,Old
1400.0,3,2,14,1,6,0,2,Family Zone,Semi-Furnished,Good,7993814.0,280.0,3,Mature
1016.0,2,1,33,0,1,1,1,Family Zone,Semi-Furnished,Premium,7380620.0,338.6666666666667,2,Old
1413.0,4,5,0,2,6,0,2,Developing Zone,Unfurnished,Standard,8968571.0,157.0,4,New
2105.0,4,4,33,1,17,1,3,Premium Central,Semi-Furnished,Luxury,17054001.0,263.125,5,Old
1388.0,3,2,12,0,20,0,1,IT Hub,Fully Furnished,Premium,9330139.0,277.6,1,Mature
987.0,2,2,28,0,8,1,3,Budget Zone,Unfurnished,Standard,3751656.0,246.75,4,Old
1194.0,3,2,33,1,2,0,2,Premium Central,Fully Furnished,Good,8717629.0,238.8,3,Old
1554.0,4,5,21,1,14,1,2,IT Hub,Fully Furnished,Good,12105993.0,172.66666666666666,4,Old
1256.0,3,3,21,1,19,0,1,Developing Zone,Semi-Furnished,Premium,7168602.0,209.33333333333334,2,Old
1702.0,4,3,26,1,2,0,2,IT Hub,Semi-Furnished,Good,10951659.0,243.14285714285714,3,Old
1722.0,2,2,8,1,20,0,1,Budget Zone,Unfurnished,Standard,7817057.0,430.5,2,Recent
1912.0,4,3,6,1,5,1,3,Premium Central,Fully Furnished,Standard,15857821.0,273.14285714285717,5,Recent
2190.0,4,5,12,2,7,1,2,Family Zone,Semi-Furnished,Luxury,15578609.0,243.33333333333334,5,Mature
1968.0,3,3,16,1,15,1,1,Family Zone,Fully Furnished,Good,12637586.0,328.0,3,Mature
964.0,4,2,26,1,2,0,3,Budget Zone,Semi-Furnished,Premium,3982767.0,160.66666666666666,4,Old
980.0,2,2,9,1,8,1,2,Premium Central,Unfurnished,Good,8117116.0,245.0,4,Recent
1411.0,3,4,19,2,4,0,1,Budget Zone,Unfurnished,Luxury,8044300.0,201.57142857142858,3,Mature
1215.0,3,2,0,1,6,0,0,Developing Zone,Semi-Furnished,Standard,5240779.0,243.0,1,New
858.0,1,1,1,2,19,1,0,Budget Zone,Semi-Furnished,Standard,6132896.0,429.0,3,New
1220.0,2,2,33,2,6,1,0,IT Hub,Unfurnished,Luxury,7692058.0,305.0,3,Old
1203.0,3,4,29,0,2,1,0,Developing Zone,Semi-Furnished,Luxury,6703258.0,171.85714285714286,1,Old
1101.0,2,3,30,1,6,0,3,Premium Central,Fully Furnished,Good,8069284.0,220.2,4,Old
1286.0,2,2,11,1,3,0,1,Family Zone,Semi-Furnished,Good,7654702.0,321.5,2,Mature
2063.0,5,5,17,1,15,1,2,Budget Zone,Semi-Furnished,Good,9785622.0,206.3,4,Mature
1554.0,4,5,23,1,24,0,2,Budget Zone,Unfurnished,Good,6397146.0,172.66666666666666,3,Old
2735.0,5,5,8,2,5,0,2,Budget Zone,Fully Furnished,Standard,12600285.0,273.5,4,Recent
1539.0,3,4,26,1,18,1,1,Family Zone,Semi-Furnished,Premium,8972128.0,219.85714285714286,3,Old
1299.0,3,3,24,1,9,1,1,IT Hub,Fully Furnished,Good,8320781.0,216.5,3,Old
1452.0,2,2,14,0,2,0,1,Developing Zone,Semi-Furnished,Premium,8731727.0,363.0,1,Mature
1583.0,2,3,15,1,17,0,1,IT Hub,Semi-Furnished,Standard,7452187.0,316.6,2,Mature
1676.0,3,3,10,2,6,1,1,Budget Zone,Unfurnished,Standard,7668176.0,279.3333333333333,4,Recent
2530.0,4,3,28,1,13,0,2,IT Hub,Unfurnished,Premium,14519310.0,361.42857142857144,3,Old
1010.0,2,1,34,0,13,0,0,Premium Central,Fully Furnished,Good,6119272.0,336.6666666666667,0,Old
1897.0,3,3,34,2,15,0,1,IT Hub,Semi-Furnished,Premium,10298104.0,316.1666666666667,3,Old
1558.0,3,4,26,2,4,1,1,IT Hub,Semi-Furnished,Standard,9127745.0,222.57142857142858,4,Old
633.0,2,3,12,1,7,1,1,IT Hub,Fully Furnished,Luxury,8072228.0,126.6,3,Mature
1851.0,5,5,27,0,18,0,2,Budget Zone,Fully Furnished,Premium,9376136.0,185.1,2,Old
2109.0,4,4,8,1,23,0,0,Developing Zone,Fully Furnished,Premium,12621766.0,263.625,1,Recent
1004.0,2,1,31,0,1,1,3,Budget Zone,Unfurnished,Standard,1800000.0,334.6666666666667,4,Old
1445.0,3,4,9,1,10,1,2,Family Zone,Semi-Furnished,Good,9588551.0,206.42857142857142,4,Recent
553.0,1,1,14,1,22,1,1,IT Hub,Fully Furnished,Good,5958278.0,276.5,3,Mature
795.0,2,2,3,2,7,0,1,Family Zone,Semi-Furnished,Good,5583983.0,198.75,3,New
1995.0,4,5,2,1,11,1,0,IT Hub,Unfurnished,Good,14334500.0,221.66666666666666,2,New
1207.0,3,2,13,2,22,1,3,Budget Zone,Fully Furnished,Standard,6735782.0,241.4,6,Mature
873.0,2,2,19,2,24,1,1,IT Hub,Semi-Furnished,Good,6397707.0,218.25,4,Mature
1569.0,3,4,0,0,16,0,0,Developing Zone,Semi-Furnished,Good,11465977.0,224.14285714285714,0,New
1178.0,2,1,29,0,17,1,1,Developing Zone,Fully Furnished,Good,4771142.0,392.6666666666667,2,Old
1205.0,2,3,4,1,15,0,0,IT Hub,Semi-Furnished,Standard,8670309.0,241.0,1,Recent
1834.0,3,3,34,1,7,0,1,Premium Central,Semi-Furnished,Good,11245753.0,305.6666666666667,2,Old
846.0,1,1,9,1,22,0,1,Family Zone,Semi-Furnished,Good,5924557.0,423.0,2,Recent
979.0,2,1,13,1,1,1,0,Budget Zone,Semi-Furnished,Good,5868739.0,326.3333333333333,2,Mature
1530.0,4,5,5,1,2,0,2,Family Zone,Unfurnished,Good,9317952.0,170.0,3,Recent
1954.0,3,2,28,1,15,1,1,Budget Zone,Fully Furnished,Good,8101548.0,390.8,3,Old
2094.0,4,4,25,1,21,1,1,Premium Central,Fully Furnished,Premium,15770032.0,261.75,3,Old
1104.0,2,3,2,0,20,1,2,IT Hub,Unfurnished,Good,7650613.0,220.8,3,New
1937.0,4,5,3,0,17,0,3,Budget Zone,Semi-Furnished,Good,10813206.0,215.22222222222223,3,New
1042.0,2,2,21,0,10,1,1,Budget Zone,Fully Furnished,Luxury,6286339.0,260.5,2,Old
2400.0,5,5,30,2,9,0,3,Developing Zone,Unfurnished,Good,8957749.0,240.0,5,Old
860.0,1,3,3,2,11,0,1,Premium Central,Semi-Furnished,Luxury,12180781.0,215.0,3,New
2141.0,5,5,7,1,7,0,2,Family Zone,Semi-Furnished,Premium,13229378.0,214.1,3,Recent
1109.0,2,1,19,0,11,0,1,IT Hub,Semi-Furnished,Standard,5271560.0,369.6666666666667,1,Mature
2497.0,4,4,3,1,3,1,2,Family Zone,Unfurnished,Good,16452704.0,312.125,4,New
1757.0,3,4,10,0,8,0,0,Family Zone,Semi-Furnished,Premium,10637360.0,251.0,0,Recent
922.0,2,2,0,1,23,0,3,Budget Zone,Semi-Furnished,Luxury,7789537.0,230.5,4,New
1178.0,3,2,17,1,17,1,3,Premium Central,Semi-Furnished,Good,8691852.0,235.6,5,Mature
1856.0,4,3,25,2,4,0,1,Developing Zone,Unfurnished,Standard,5998850.0,265.14285714285717,3,Old
1997.0,5,4,14,0,7,0,1,Family Zone,Semi-Furnished,Good,10694140.0,221.88888888888889,1,Mature
1413.0,4,4,8,1,7,0,1,IT Hub,Semi-Furnished,Standard,9805201.0,176.625,2,Recent
1473.0,3,3,14,2,7,0,1,Family Zone,Unfurnished,Premium,9743965.0,245.5,3,Mature
1844.0,3,4,17,1,17,1,2,Premium Central,Unfurnished,Good,13673649.0,263.42857142857144,4,Mature
1519.0,3,4,5,0,22,0,2,Budget Zone,Unfurnished,Premium,8176062.0,217.0,2,Recent
777.0,1,1,3,2,18,0,1,Family Zone,Semi-Furnished,Premium,5366519.0,388.5,3,New
1027.0,3,3,6,1,12,1,0,Developing Zone,Unfurnished,Good,7172550.0,171.16666666666666,2,Recent
1572.0,3,4,34,1,4,0,3,Family Zone,Fully Furnished,Good,8254953.0,224.57142857142858,4,Old
2082.0,4,5,25,1,4,1,0,Budget Zone,Semi-Furnished,Premium,11549035.0,231.33333333333334,2,Old
2290.0,5,5,4,2,20,1,1,Budget Zone,Fully Furnished,Premium,13592032.0,229.0,4,Recent
1855.0,5,4,10,1,17,0,0,Developing Zone,Fully Furnished,Premium,10217598.0,206.11111111111111,1,Recent
1599.0,3,4,14,1,13,0,0,Developing Zone,Unfurnished,Standard,7115149.0,228.42857142857142,1,Mature
1839.0,3,2,6,1,14,0,0,Developing Zone,Semi-Furnished,Good,9413780.0,367.8,1,Recent
1103.0,3,3,29,0,21,0,1,Family Zone,Fully Furnished,Standard,4794749.0,183.83333333333334,1,Old
1370.0,3,3,32,1,20,1,2,Family Zone,Semi-Furnished,Premium,7953683.0,228.33333333333334,4,Old
1021.0,2,1,8,0,3,1,1,Developing Zone,Semi-Furnished,Good,4924248.0,340.3333333333333,2,Recent
801.0,2,1,0,1,10,0,2,Developing Zone,Semi-Furnished,Good,4547031.0,267.0,3,New
1623.0,3,3,9,1,2,0,2,Developing Zone,Unfurnished,Standard,7953217.0,270.5,3,Recent
1546.0,3,3,20,1,10,0,0,Family Zone,Semi-Furnished,Good,9432187.0,257.6666666666667,1,Mature
1808.0,3,3,28,1,16,1,0,Developing Zone,Fully Furnished,Premium,9620013.0,301.3333333333333,2,Old
1734.0,2,2,11,1,6,1,1,Budget Zone,Fully Furnished,Standard,8862348.0,433.5,3,Mature
1576.0,3,4,9,1,4,0,2,Developing Zone,Unfurnished,Standard,8690728.0,225.14285714285714,3,Recent
1739.0,3,3,8,0,12,1,1,Family Zone,Semi-Furnished,Premium,11680369.0,289.8333333333333,2,Recent
1428.0,2,1,0,2,13,0,1,Developing Zone,Semi-Furnished,Premium,9064558.0,476.0,3,New
1665.0,4,4,0,2,18,1,2,Family Zone,Fully Furnished,Standard,12017937.0,208.125,5,New
1072.0,2,2,14,1,1,1,0,Family Zone,Unfurnished,Good,7434054.0,268.0,2,Mature
1642.0,3,2,21,1,6,1,2,IT Hub,Fully Furnished,Luxury,13300149.0,328.4,4,Old
1798.0,3,3,0,0,19,0,0,Family Zone,Fully Furnished,Premium,12621213.0,299.6666666666667,0,New
1102.0,2,2,7,0,17,0,2,Family Zone,Unfurnished,Good,5942516.0,275.5,2,Recent
1477.0,3,4,31,1,22,1,1,Developing Zone,Unfurnished,Good,6381282.0,211.0,3,Old
1126.0,3,3,34,2,20,0,2,IT Hub,Fully Furnished,Good,6855689.0,187.66666666666666,4,Old
1176.0,2,2,22,1,21,0,0,Family Zone,Unfurnished,Standard,4500700.0,294.0,1,Old
865.0,2,3,18,1,13,1,1,Family Zone,Semi-Furnished,Premium,7905122.0,173.0,3,Mature
2108.0,5,5,20,2,24,1,0,Family Zone,Fully Furnished,Standard,9813576.0,210.8,3,Mature
2004.0,4,5,12,1,10,1,2,Developing Zone,Semi-Furnished,Standard,10799284.0,222.66666666666666,4,Mature
1729.0,3,3,7,1,22,1,0,Family Zone,Semi-Furnished,Premium,11561669.0,288.1666666666667,2,Recent
2476.0,5,5,13,1,10,1,0,IT Hub,Semi-Furnished,Luxury,16942593.0,247.6,2,Mature
1352.0,3,3,24,0,11,0,2,Premium Central,Unfurnished,Premium,10396462.0,225.33333333333334,2,Old
3027.0,5,5,23,2,17,1,0,Premium Central,Fully Furnished,Good,22010122.0,302.7,3,Old
1332.0,3,2,23,1,10,1,1,Family Zone,Semi-Furnished,Good,7144399.0,266.4,3,Old
1583.0,2,2,21,1,4,1,2,Family Zone,Unfurnished,Good,10110336.0,395.75,4,Old
1243.0,2,1,2,1,22,0,2,IT Hub,Unfurnished,Good,9665168.0,414.3333333333333,3,New
1644.0,3,3,21,2,11,0,2,Developing Zone,Fully Furnished,Good,9526838.0,274.0,4,Old
1885.0,4,5,30,1,23,1,1,IT Hub,Unfurnished,Good,11508139.0,209.44444444444446,3,Old
1391.0,2,2,22,1,10,0,1,Family Zone,Fully Furnished,Good,7490052.0,347.75,2,Old
2374.0,4,5,20,0,24,0,2,Budget Zone,Semi-Furnished,Premium,12294620.0,263.77777777777777,2,Mature
1574.0,3,2,7,2,15,1,0,Budget Zone,Fully Furnished,Luxury,11506131.0,314.8,3,Recent
1591.0,4,4,27,1,19,1,2,IT Hub,Fully Furnished,Standard,9115909.0,198.875,4,Old
977.0,2,2,15,1,19,0,0,Budget Zone,Fully Furnished,Good,3657798.0,244.25,1,Mature
